jenis_permohonan;jenis_karantina;upt_baru;komoditas;kode_hs;volume_conv;satuan_conv;nilai_conv;pemohon
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2233000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2457000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2457000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;120960;kilogram;4233600000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2620000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2620000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2384000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2384000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2384000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2384000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2457000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;20160;kilogram;705600000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2616000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2384000000;PT. SRI TRANG LINGGA INDONESIA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;400122;100800;kilogram;2250000000;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2580980000;PT. BINTANG AGUNG PERSADA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2580980000;PT. BINTANG AGUNG PERSADA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2580980000;PT. BINTANG AGUNG PERSADA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2515901410;PT. BINTANG AGUNG PERSADA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;40012110;57600;kilogram;1806336000;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;40012110;96000;kilogram;2905728000;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012230;45360;kilogram;1399910400;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;40012230;80640;kilogram;2822400000;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012230;20160;kilogram;626530800;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;40012110;18306;kilogram;599704560;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;40012110;36612;kilogram;1199409120;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;40012110;18306;kilogram;599704560;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;40012230;40320;kilogram;1450713600;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;40012110;96000;kilogram;2639616000;PT. PERKEBUNAN NUSANTARA VII
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2506064290;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2541722400;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2538648000;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2538648000;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;;2083,65;meter kubik;5707289850;PT. INDONESIA FIBREBOARD INDUSTRY Tbk
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;;6937,66;meter kubik;18501012900;PT. INDONESIA FIBREBOARD INDUSTRY Tbk
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;;1488,16;meter kubik;3962958300;PT. INDONESIA FIBREBOARD INDUSTRY Tbk
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;;3566,57;meter kubik;9701965350;PT. INDONESIA FIBREBOARD INDUSTRY Tbk
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMBARAN;604;0,5;kilogram;50000;Pusat Penelitian Karet, PT Riset Perkebunan Nusant
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;617,04;meter kubik;1208308200;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;617,69;meter kubik;1239399000;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;149,01;meter kubik;889965599;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;39,17;meter kubik;345667722;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;39,65;meter kubik;737389000;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;99,19;meter kubik;1536738288;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;198,08;meter kubik;2028290000;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;412,16;meter kubik;1239939000;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;411,85;meter kubik;1239939000;Cipta Mandala Lumber Nusantara
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85500;kilogram;380000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;280000;kilogram;870000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;680000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;224000;kilogram;680000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85500;kilogram;450000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;188500;kilogram;780000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114000;kilogram;440000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;420000;kilogram;880000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;680000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85500;kilogram;380000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;159000;kilogram;660000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;140000;kilogram;680000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;140000;kilogram;680000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;140000;kilogram;680000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;140000;kilogram;680000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;140000;kilogram;680000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;81000;kilogram;440000000;PT. ELANG SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;99000;kilogram;550000000;PT. ELANG SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;280000;kilogram;680000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;280000;kilogram;680000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;340000;kilogram;680000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;504000;kilogram;880000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;26000;kilogram;50000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;177470;kilogram;780000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;87500;kilogram;550000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;420000;kilogram;770000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;550000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;227200;kilogram;680000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;168000;kilogram;560000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;170000;kilogram;550000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;224000;kilogram;680000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;140000;kilogram;680000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142000;kilogram;550000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;143500;kilogram;503820000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;141040;kilogram;438483000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;116000;kilogram;450720000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142590;kilogram;503820000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85690;kilogram;382820200;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;137060;kilogram;693822000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;56640;kilogram;230289300;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;284000;kilogram;1072723664;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142000;kilogram;615238572;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;57390;kilogram;240522637;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;427500;kilogram;1603065150;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;226740;kilogram;950271874;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;84000;kilogram;450720000;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;84000;kilogram;382920000;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;84000;kilogram;302900000;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;84000;kilogram;302900000;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;67690;kilogram;352010289;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;RBD PALM OLEIN;151190;3500000;kilogram;35227500000;PT. SINAR ALAM PERMAI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;RBD PALM OLEIN;151190;4500000;kilogram;45292500000;PT. SINAR ALAM PERMAI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;210000;kilogram;600000000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85800;kilogram;321900000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85800;kilogram;340299900;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85800;kilogram;302900000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;171600;kilogram;693020200;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;342000;kilogram;600000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114000;kilogram;200000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114810;kilogram;417895259;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85950;kilogram;332028899;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;143000;kilogram;627272820;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;85800;kilogram;503820000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;200570;kilogram;872029000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;141060;kilogram;774383930;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;411000;kilogram;1451993952;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;170400;kilogram;669718962;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142000;kilogram;498129312;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;284000;kilogram;1003324288;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;84000;kilogram;408900000;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;168000;kilogram;609908000;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;143760;kilogram;250000000;CV. LIMO PUTRI ARMADA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;72180;kilogram;209400000;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;175000;kilogram;500000000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;175000;kilogram;500000000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85800;kilogram;302900000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;57200;kilogram;302900000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;143000;kilogram;503820000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;285000;kilogram;500000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85500;kilogram;150000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;171000;kilogram;300000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114000;kilogram;200000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114000;kilogram;200000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;SANTAN KELAPA;;50000;kilogram;1208308200;PT YSK KELAPA OGAN SEJAHTERA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KOPI BIJI;901;0,5;kilogram;50000;IRFAN ROJHANUDDIN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;1814400000;PT. MARDEC SIGER WAY KANAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2615956650;PT. KARINI UTAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;SANTAN KELAPA;;13200;kilogram;782828900;PT YSK KELAPA OGAN SEJAHTERA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;SANTAN KELAPA;;50000;kilogram;1208308200;PT YSK KELAPA OGAN SEJAHTERA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;SANTAN KELAPA;;27000;kilogram;869006400;PT. KELAPA PUNCAK NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;PALM KERNEL EXPELLER;230660;2000000;kilogram;4170920000;PT. SINAR ALAM PERMAI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;PALM KERNEL EXPELLER;230660;500000;kilogram;1042730000;PT. SINAR ALAM PERMAI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;PALM KERNEL EXPELLER;230660;1755000;kilogram;4066647000;PT. SINAR ALAM PERMAI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;PALM KERNEL EXPELLER;230660;550000;kilogram;1147003000;PT. SINAR ALAM PERMAI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;PALM KERNEL EXPELLER;230660;495000;kilogram;1042730000;PT. SINAR ALAM PERMAI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;PALM KERNEL EXPELLER;23066090;600000;kilogram;1257600000;PT. MUSIM MAS
