jenis_permohonan;jenis_karantina;upt_baru;komoditas;kode_hs;volume_conv;satuan_conv;nilai_conv;pemohon
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2614802400;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2599747920;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2596824720;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2596824720;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2599747920;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;40320;kilogram;1059484550;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;113400;kilogram;2860753140;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2620064160;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2624156640;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2624156640;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2624156640;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2625910560;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2650611600;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2603401920;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2650611600;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2625910560;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2603401920;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;60480;kilogram;1652139150;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;40320;kilogram;1094325150;PT STAR RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;4643243080;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2538648000;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;2538648000;PT. WARNA AGUNG SELATAN
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;;46,98;meter kubik;982829298;PT QISWAH JAYA ABADI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;49;meter kubik;780096530;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;99,1;meter kubik;1208308200;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;198,45;meter kubik;1987305702;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;74,52;meter kubik;774383930;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;617,13;meter kubik;3158082325;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;617,7;meter kubik;3720292309;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;24,84;meter kubik;417895259;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;99,09;meter kubik;872029000;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;49,49;meter kubik;629229000;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;616,17;meter kubik;3158082325;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;44189900;617,55;meter kubik;3158838383;PT. CIPTA MANDALA LUMBER NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KAYU OLAHAN;;44,43;meter kubik;260133250;PT QISWAH JAYA ABADI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;225000000;CV BUMI INDAH HARMONI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;71200;kilogram;440000000;CV BUMI INDAH HARMONI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;168000;kilogram;600000000;CV BUMI INDAH HARMONI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;81000;kilogram;330000000;PT. ELANG SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;99000;kilogram;330000000;PT. ELANG SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;550000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;112800;kilogram;440000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;102000;kilogram;660000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;215200;kilogram;770000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114000;kilogram;440000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;514310;kilogram;870000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;227730;kilogram;880000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;133470;kilogram;550000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;285700;kilogram;890000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;226500;kilogram;660000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85000;kilogram;550000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;227315;kilogram;770000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85500;kilogram;330000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;113200;kilogram;440000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85500;kilogram;330000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85000;kilogram;50000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;280520;kilogram;550000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;170400;kilogram;660000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;113600;kilogram;440000000;CV PUTRA SRIWIJAYA PERKASA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;169800;kilogram;660000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;139750;kilogram;550000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;112000;kilogram;550000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;68000;kilogram;660000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;112000;kilogram;660000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85500;kilogram;660000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;550000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;224000;kilogram;870000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85000;kilogram;770000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;141530;kilogram;660000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;140000;kilogram;550000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;226500;kilogram;880000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;84000;kilogram;550000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;170000;kilogram;550000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114000;kilogram;440000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;169800;kilogram;660000000;PT. SOLID ASIA TUNASINDO
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114000;kilogram;440000000;PT. AFAMEC GLOBAL EKSPOR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;57000;kilogram;217392000;PT. AFAMEC GLOBAL EKSPOR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;345600;kilogram;1311600000;CV BUMI INDAH HARMONI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;540000000;CV BUMI INDAH HARMONI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;84000;kilogram;500000000;CV BUMI INDAH HARMONI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;399000;kilogram;1400000000;CV BUMI INDAH HARMONI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;285970;kilogram;1100000000;CV BUMI INDAH HARMONI
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;143000;kilogram;503820000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;143000;kilogram;1083082000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;143000;kilogram;503820000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;143000;kilogram;502930000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;143000;kilogram;503820000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;143000;kilogram;502930000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;143000;kilogram;503820000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;114400;kilogram;509000000;PT. BHUMI TIRTA SRIWIJAYA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;227090;kilogram;869006400;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;112320;kilogram;402900000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;86050;kilogram;338393000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;141960;kilogram;502930000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;104400;kilogram;302900000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85850;kilogram;250920000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;57000;kilogram;209400000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;103250;kilogram;302900000;CV COCO ANUGERAH MANIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;228000;kilogram;500000000;CV. COCONUT VIERRA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85500;kilogram;150000000;CV. COCONUT VIERRA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;250000000;CV. COCONUT VIERRA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;85824;kilogram;150000000;CV. COCONUT VIERRA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;250000000;CV. COCONUT VIERRA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;250000000;CV. COCONUT VIERRA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;228000;kilogram;800327196;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;228000;kilogram;850980816;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;285000;kilogram;1005974703;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;541188922;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;534821994;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;427500;kilogram;1539000000;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;570872299;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;142500;kilogram;570872299;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;228800;kilogram;948680532;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;143000;kilogram;586515329;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;286000;kilogram;1121750630;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;429000;kilogram;1749276028;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;143000;kilogram;614610496;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85800;kilogram;368766297;PT INDONESIA NAN YANG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;84465;kilogram;150000000;PT KAWANUA COCONUT NUSANTARA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;286000;kilogram;1208308200;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;112000;kilogram;502930000;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;286000;kilogram;1208308200;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;286000;kilogram;1208308200;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;228800;kilogram;1208308200;PT KELAPA MAJU BERSAMA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;33840;kilogram;102393939;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;258970;kilogram;883727290;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;104770;kilogram;302900000;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;136000;kilogram;530280000;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;102000;kilogram;302900000;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;102000;kilogram;302900000;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;51000;kilogram;150829300;CV. PUTRA AGRO DINAMIS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;288700;kilogram;1083000000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;283000;kilogram;1372000000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;175000;kilogram;500000000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;130200;kilogram;774383930;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;283000;kilogram;1208308200;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011990;107600;kilogram;503820000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;173000;kilogram;500000000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;170000;kilogram;500000000;PT. SURYA INDO COCOS
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;172400;kilogram;607300000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114500;kilogram;408900000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;86100;kilogram;302900000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114400;kilogram;417895259;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;85800;kilogram;302900000;PT. SINAR JAYA FORMOSA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;285000;kilogram;500000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;228000;kilogram;400000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;171000;kilogram;300000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;285000;kilogram;500000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;114000;kilogram;200000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;228000;kilogram;400000000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;171000;kilogram;628733000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;171000;kilogram;609908000;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KELAPA BULAT;8011200;285000;kilogram;1208308200;PT. SUDI JAYA MAKMUR
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;3528000000;PT. HOK TONG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;40012220;100800;kilogram;3528000000;PT. HOK TONG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;400122;100800;kilogram;2871062400;PT. SUNAN RUBBER
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;KARET LEMPENGAN;400122;60480;kilogram;2116800000;PT. HOK TONG
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;SANTAN KELAPA;;50000;kilogram;1208308200;PT YSK KELAPA OGAN SEJAHTERA
EX;T;Balai Karantina Hewan, Ikan, dan Tumbuhan Sumatera Selatan;SANTAN KELAPA;;27000;kilogram;869006400;PT. KELAPA PUNCAK NUSANTARA
